1,hrm1
2,axh01
3,axb01
4,axb02
5,hrm2ss
6,dsi_alf02
7,hrm3ss
8,hrm_run_single_byte_product_id
9,bsm
10,bcm
11,axs01
12,hrm_tri_single_byte_product_id
13,hrm4_run_single_byte_product_id
14,fr225_single_byte_product_id
15,gen3_bsm_single_byte_product_id
16,gen3_bcm_single_byte_product_id
22,hrm_fit_single_byte_product_id
255,OHR
473,fr301_china
474,fr301_japan
475,fr301_korea
494,fr301_taiwan
717,fr405
782,fr50
987,fr405_japan
988,fr60
1011,dsi_alf01
1018,fr310xt
1036,edge500
1124,fr110
1169,edge800
1199,edge500_taiwan
1213,edge500_japan
1253,chirp
1274,fr110_japan
1325,edge200
1328,fr910xt
1333,edge800_taiwan
1334,edge800_japan
1341,alf04
1345,fr610
1360,fr210_japan
1380,vector_ss
1381,vector_cp
1386,edge800_china
1387,edge500_china
1405,approach_g10
1410,fr610_japan
1422,edge500_korea
1436,fr70
1446,fr310xt_4t
1461,amx
1482,fr10
1497,edge800_korea
1499,swim
1537,fr910xt_china
1551,fenix
1555,edge200_taiwan
1561,edge510
1567,edge810
1570,tempe
1600,fr910xt_japan
1623,fr620
1632,fr220
1664,fr910xt_korea
1688,fr10_japan
1721,edge810_japan
1735,virb_elite
1736,edge_touring
1742,edge510_japan
1743,hrm_tri
1752,hrm_run
1765,fr920xt
1821,edge510_asia
1822,edge810_china
1823,edge810_taiwan
1836,edge1000
1837,vivo_fit
1853,virb_remote
1885,vivo_ki
1903,fr15
1907,vivo_active
1918,edge510_korea
1928,fr620_japan
1929,fr620_china
1930,fr220_japan
1931,fr220_china
1936,approach_s6
1956,vivo_smart
1967,fenix2
1988,epix
2050,fenix3
2052,edge1000_taiwan
2053,edge1000_japan
2061,fr15_japan
2067,edge520
2070,edge1000_china
2072,fr620_russia
2073,fr220_russia
2079,vector_s
2100,edge1000_korea
2130,fr920xt_taiwan
2131,fr920xt_china
2132,fr920xt_japan
2134,virbx
2135,vivo_smart_apac
2140,etrex_touch
2147,edge25
2148,fr25
2150,vivo_fit2
2153,fr225
2156,fr630
2157,fr230
2158,fr735xt
2160,vivo_active_apac
2161,vector_2
2162,vector_2s
2172,virbxe
2173,fr620_taiwan
2174,fr220_taiwan
2175,truswing
2187,d2airvenu
2188,fenix3_china
2189,fenix3_twn
2192,varia_headlight
2193,varia_taillight_old
2204,edge_explore_1000
2219,fr225_asia
2225,varia_radar_taillight
2226,varia_radar_display
2238,edge20
2260,edge520_asia
2261,edge520_japan
2262,d2_bravo
2266,approach_s20
2271,vivo_smart2
2274,edge1000_thai
2276,varia_remote
2288,edge25_asia
2289,edge25_jpn
2290,edge20_asia
2292,approach_x40
2293,fenix3_japan
2294,vivo_smart_emea
2310,fr630_asia
2311,fr630_jpn
2313,fr230_jpn
2327,hrm4_run
2332,epix_japan
2337,vivo_active_hr
2347,vivo_smart_gps_hr
2348,vivo_smart_hr
2361,vivo_smart_hr_asia
2362,vivo_smart_gps_hr_asia
2368,vivo_move
2379,varia_taillight
2396,fr235_asia
2397,fr235_japan
2398,varia_vision
2406,vivo_fit3
